"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         480,      -9.551738544,      -6.904834582,      -7.463837126,       -4.09119757,      -6.368061591,      -1.686730693
          0,           0,         481,      -9.560067794,      -6.915647744,      -7.474674287,      -4.101417382,       -6.37406286,      -1.692363254
          0,           0,         482,      -9.568405127,      -6.926496779,      -7.485542538,      -4.111686462,      -6.380067767,      -1.698002011
          0,           0,         483,      -9.576750247,      -6.937381806,      -7.496442687,      -4.122005526,      -6.386076169,      -1.703646954
          0,           0,         484,      -9.585101816,      -6.948302375,      -7.507373316,      -4.132373584,      -6.392087939,      -1.709298034
          0,           0,         485,      -9.593459831,      -6.959259214,      -7.518335511,       -4.14279186,      -6.398103011,      -1.714955304
          0,           0,         486,      -9.601822705,      -6.970251465,      -7.529328091,      -4.153258951,      -6.404121209,       -1.72061868
          0,           0,         487,      -9.610190448,      -6.982836997,      -7.548264857,      -4.163785737,      -6.401553169,      -1.727671511
          0,           0,         488,      -9.618750694,      -6.995111497,       -7.56037658,       -4.17462986,      -6.403971596,      -1.735289293
          0,           0,         489,      -9.627102281,       -7.00723058,      -7.570791618,      -4.185503764,      -6.407698216,      -1.742705529
          0,           0,         490,      -9.635503173,      -7.017202044,      -7.571439671,      -4.196360117,      -6.426609993,      -1.747715032
          0,           0,         491,      -9.643608285,      -7.027248366,      -7.583568911,      -4.206735584,      -6.432193878,      -1.751272698
          0,           0,         492,      -9.652025833,       -7.03891042,      -7.604646395,      -4.217224099,      -6.428099218,      -1.756178115
          0,           0,         493,      -9.660548101,       -7.05095972,      -7.615756425,      -4.228139888,      -6.429181529,      -1.762021251
          0,           0,         494,      -9.668984139,      -7.063096856,      -7.626756069,      -4.239393582,      -6.432170483,      -1.768278682
          0,           0,         495,        -9.6773622,      -7.072947899,      -7.625642323,      -4.250434808,      -6.450335559,      -1.772442024
          0,           0,         496,       -9.68548985,      -7.082902576,      -7.638440655,      -4.261067698,      -6.455861003,      -1.775726297
          0,           0,         497,      -9.693874876,      -7.094695978,      -7.660036027,      -4.271692908,      -6.452502092,      -1.780924808
          0,           0,         498,      -9.702416271,      -7.106958355,      -7.671501401,      -4.282888736,      -6.454516336,      -1.787340637
          0,           0,         499,       -9.71082206,       -7.11933027,      -7.682341408,      -4.294379679,      -6.458494232,      -1.794289589
          0,           0,         500,      -9.719200894,      -7.131188401,      -7.693809718,      -4.305719064,      -6.463479052,      -1.801189204
          0,           0,         501,      -9.727517081,      -7.142758125,      -7.704843741,      -4.316905643,      -6.468835083,      -1.807757898
          0,           0,         502,      -9.735850253,      -7.152226178,      -7.702237404,      -4.328151675,      -6.488901475,      -1.811751204
          0,           0,         503,      -9.743942798,      -7.162091854,      -7.715811623,      -4.339058881,      -6.494914909,      -1.814765502
          0,           0,         504,       -9.75232261,      -7.174149015,      -7.738796556,      -4.350018241,      -6.491964785,      -1.819887707
          0,           0,         505,      -9.760830565,      -7.186792564,      -7.750225123,        -4.3615845,      -6.494445117,      -1.826382406
          0,           0,         506,      -9.769187081,      -7.199540742,       -7.76121942,      -4.373482366,      -6.498917511,      -1.833545567
          0,           0,         507,      -9.777500577,      -7.211699046,      -7.772788273,      -4.385175084,      -6.504417293,      -1.840754454
          0,           0,         508,      -9.785757271,      -7.223537168,      -7.783987729,      -4.396714889,       -6.51028489,      -1.847675849
          0,           0,         509,      -9.794022172,       -7.23528339,      -7.795480935,       -4.40831437,       -6.51618808,       -1.85419807
          0,           0,         510,      -9.802275181,      -7.247000249,      -7.806814793,      -4.419949879,      -6.521938277,      -1.860307858
          0,           0,         511,      -9.810532693,      -7.258716118,      -7.818256829,      -4.431667552,      -6.527506183,      -1.866075167
          0,           0,         512,      -9.818770428,      -7.270438946,      -7.829549896,       -4.44341885,      -6.532915869,      -1.871599716
          0,           0,         513,      -9.826998647,      -7.282175468,      -7.840931726,      -4.455229865,      -6.538238754,      -1.876991508
          0,           0,         514,      -9.835206214,      -7.293927718,      -7.852238128,      -4.467074945,      -6.543537686,      -1.882338098
          0,           0,         515,      -9.843403049,      -7.305701405,      -7.863623987,      -4.478979249,      -6.548872464,      -1.887705247
          0,           0,         516,      -9.851582293,      -7.317499817,      -7.874972049,      -4.490927541,      -6.554281715,      -1.893131402
          0,           0,         517,      -9.859749206,      -7.329326652,      -7.886385549,      -4.502934612,      -6.559792855,      -1.898638098
          0,           0,         518,      -9.867898457,      -7.341183729,      -7.897786284,      -4.514988494,      -6.565416727,      -1.904231012
          0,           0,         519,      -9.876032514,      -7.353073525,      -7.909245392,      -4.527097717,      -6.571156274,       -1.90990863
          0,           0,         520,      -9.884147907,      -7.364997202,       -7.92071048,      -4.539255154,      -6.577004618,      -1.915662902
          0,           0,         521,      -9.892246497,      -7.376957112,      -7.932230709,      -4.551467906,      -6.582951339,      -1.921484281
          0,           0,         522,      -9.900326036,      -7.388954194,      -7.943765538,      -4.563732242,      -6.588981853,       -1.92736146
          0,           0,         523,       -9.90838714,      -7.400989394,      -7.955346801,      -4.576051901,      -6.595081559,      -1.933284113
          0,           0,         524,      -9.916428331,      -7.413061454,      -7.966945846,      -4.588424711,      -6.601235184,      -1.939242022
          0,           0,         525,      -9.924449815,      -7.425168854,      -7.978580854,      -4.600852708,      -6.607429461,      -1.945226656
          0,           0,         526,      -9.932450426,      -7.437310653,      -7.990235229,      -4.613334068,      -6.613652474,      -1.951230486
          0,           0,         527,       -9.94043087,      -7.449485944,      -8.001918916,      -4.625872035,      -6.619894596,      -1.957247566
          0,           0,         528,      -9.948390025,       -7.46169197,      -8.013621762,      -4.638464922,      -6.626148201,      -1.963273121
          0,           0,         529,      -9.956327814,      -7.473927837,       -8.02535002,      -4.651113286,      -6.632407541,      -1.969303554
          0,           0,         530,      -9.964243779,      -7.486191485,      -8.037098051,        -4.6638166,      -6.638668796,      -1.975336507
          0,           0,         531,       -9.97213761,      -7.498480881,      -8.048869474,      -4.676575246,      -6.644929242,      -1.981370349
          0,           0,         532,       -9.98000973,      -7.510797452,      -8.060661707,      -4.689391423,      -6.651187257,      -1.987404031
          0,           0,         533,      -9.987858728,      -7.523137243,      -8.072474176,      -4.702261188,      -6.657441976,      -1.993437083
          0,           0,         534,      -9.995685283,      -7.535500782,      -8.084309631,       -4.71518829,      -6.663693283,      -1.999469631
          0,           0,         535,      -10.00348901,      -7.547887283,      -8.096164743,      -4.728172139,      -6.669941078,      -2.005501704
          0,           0,         536,      -10.01126953,      -7.560296836,      -8.108042472,      -4.741212111,      -6.676185574,      -2.011533451
          0,           0,         537,      -10.01902676,      -7.572726839,      -8.119941366,      -4.754308938,      -6.682427087,      -2.017565376
          0,           0,         538,      -10.02676042,      -7.585177561,      -8.131862237,      -4.767462207,      -6.688665911,      -2.023597627
          0,           0,         539,      -10.03447054,      -7.597649275,      -8.143801807,       -4.78067291,      -6.694902335,      -2.029630711
          0,           0,         540,      -10.04215702,      -7.610139316,      -8.155764409,      -4.793941026,      -6.701136592,      -2.035664703
          0,           0,         541,      -10.04982003,      -7.622648591,      -8.167744429,      -4.807267931,      -6.707368891,      -2.041700015
          0,           0,         542,      -10.05745863,      -7.635174886,      -8.179743118,      -4.820650405,      -6.713599318,      -2.047736663
          0,           0,         543,      -10.06507372,      -7.647718376,      -8.191764682,      -4.834092236,      -6.719828132,      -2.053775192
          0,           0,         544,      -10.07266505,      -7.660277812,      -8.203798016,      -4.847593227,      -6.726055188,      -2.059815322
          0,           0,         545,        -10.080232,      -7.672850804,      -8.215852832,       -4.86114972,      -6.732280929,      -2.065857461
          0,           0,         546,      -10.08777548,      -7.685438246,      -8.227921935,      -4.874766634,       -6.73850518,      -2.071901831
          0,           0,         547,      -10.09529482,      -7.698036329,      -8.240005107,      -4.888440382,       -6.74472807,      -2.077948359
          0,           0,         548,      -10.10279046,      -7.710645968,      -8.252102379,      -4.902173135,      -6.750949703,      -2.083997309
          0,           0,         549,      -10.11026264,      -7.723265253,      -8.264211448,       -4.91596557,       -6.75717022,      -2.090048859
          0,           0,         550,      -10.11771055,      -7.735890592,      -8.276329217,      -4.929812296,      -6.763389702,      -2.096103075
          0,           0,         551,       -10.1251355,      -7.748524247,      -8.288459871,      -4.943720254,      -6.769608294,      -2.102160212
          0,           0,         552,      -10.13253746,       -7.76116302,      -8.300591039,      -4.957688407,      -6.775826139,      -2.108220378
          0,           0,         553,      -10.13991531,      -7.773801379,      -8.312733894,      -4.971708666,      -6.782043414,      -2.114283974
          0,           0,         554,      -10.14727079,      -7.786444533,      -8.324876851,      -4.985790335,      -6.788260245,      -2.120350795
          0,           0,         555,      -10.15460336,      -7.799084617,      -8.337020297,      -4.999928918,      -6.794476848,      -2.126421334
          0,           0,         556,      -10.16191268,      -7.811721798,      -8.349164877,      -5.014118863,      -6.800693437,      -2.132495746
          0,           0,         557,      -10.16920082,      -7.824355768,      -8.361304716,      -5.028373704,      -6.806910066,      -2.138574076
          0,           0,         558,      -10.17646605,      -7.836982865,      -8.373438252,      -5.042678468,      -6.813126985,      -2.144656612
          0,           0,         559,      -10.18370971,      -7.849600728,      -8.385564411,      -5.057040335,      -6.819344419,      -2.150743568
          0,           0,         560,      -10.19093167,      -7.862208468,      -8.397681684,      -5.071455736,      -6.825562492,      -2.156834988
          0,           0,         561,      -10.19813243,      -7.874801681,      -8.409778405,      -5.085924728,      -6.831781322,      -2.162931267
          0,           0,         562,      -10.20531233,      -7.887380637,      -8.421865401,      -5.100446684,      -6.838001187,      -2.169032276
          0,           0,         563,      -10.21247109,      -7.899939866,      -8.433928325,      -5.115015683,      -6.844222035,      -2.175138271
          0,           0,         564,      -10.21961028,      -7.912480748,      -8.445975177,      -5.129641348,       -6.85044424,       -2.18124942
          0,           0,         565,      -10.22672935,      -7.924999111,      -8.457989252,      -5.144314617,      -6.856667625,      -2.187365721
          0,           0,         566,      -10.23382876,      -7.937491283,      -8.469984443,      -5.159034849,      -6.862892647,      -2.193487453
          0,           0,         567,      -10.24090877,      -7.949955879,      -8.481939269,      -5.173798305,      -6.869118972,      -2.199614556
          0,           0,         568,       -10.2479699,      -7.962389911,      -8.493866719,      -5.188606532,      -6.875347093,      -2.205747117
          0,           0,         569,      -10.25501315,      -7.974792237,      -8.505751664,      -5.203461497,      -6.881576671,       -2.21188502
          0,           0,         570,      -10.26203829,      -7.987158652,      -8.517602349,      -5.218356089,      -6.887808101,      -2.218028745
          0,           0,         571,      -10.26904537,       -7.99948551,      -8.529404351,       -5.23328359,      -6.894041197,       -2.22417791
          0,           0,         572,      -10.27603576,      -8.011773809,      -8.541167235,       -5.24825362,      -6.900276114,      -2.230332615
          0,           0,         573,      -10.28300908,      -8.024016459,      -8.552875145,      -5.263253706,      -6.906512707,      -2.236492866
          0,           0,         574,       -10.2899662,      -8.036215189,      -8.564537842,      -5.278285934,      -6.912751232,      -2.242658832
          0,           0,         575,      -10.29690757,      -8.048363007,      -8.576143271,      -5.293345588,      -6.918991496,      -2.248830277
          0,           0,         576,      -10.30383345,      -8.060461327,        -8.5876982,      -5.308431071,      -6.925233681,      -2.255007335
          0,           0,         577,      -10.31074461,      -8.072504762,      -8.599187611,      -5.323539808,      -6.931477602,      -2.261189914
          0,           0,         578,      -10.31764038,       -8.08448877,      -8.610619896,      -5.338656353,      -6.937723301,      -2.267377785
          0,           0,         579,      -10.32452265,      -8.096414728,      -8.621990232,      -5.353792159,       -6.94397095,      -2.273571374
          0,           0,         580,      -10.33139081,      -8.108277888,      -8.633294111,       -5.36893348,      -6.950220372,      -2.279770234
          0,           0,         581,      -10.33824642,      -8.120077596,      -8.644534195,      -5.384085028,      -6.956471752,      -2.285974423
          0,           0,         582,      -10.34508859,      -8.131808827,      -8.655698054,      -5.399227048,      -6.962724809,       -2.29218392
          0,           0,         583,      -10.35191934,      -8.143471355,      -8.666805415,      -5.414377813,       -6.96897995,      -2.298398831
          0,           0,         584,      -10.35873787,      -8.155063055,      -8.677828349,      -5.429512809,      -6.975236853,      -2.304618898
          0,           0,         585,       -10.3655452,       -8.16658025,        -8.6887899,      -5.444631963,      -6.981495897,      -2.310844362
          0,           0,         586,      -10.37234138,      -8.178019199,      -8.699666786,      -5.459723937,      -6.987756601,      -2.317074836
          0,           0,         587,      -10.37912762,      -8.189381209,        -8.7104772,      -5.474795759,      -6.994019502,      -2.323310432
          0,           0,         588,      -10.38590336,       -8.20066184,      -8.721200536,      -5.489823756,      -7.000284256,      -2.329551054
          0,           0,         589,      -10.39266983,      -8.211860112,      -8.731857166,      -5.504814009,      -7.006551231,      -2.335797025
          0,           0,         590,      -10.39942732,      -8.222974622,      -8.742432509,      -5.519753963,      -7.012820183,      -2.342047757
          0,           0,         591,      -10.40617666,      -8.234006034,      -8.752930136,       -5.53464958,      -7.019091427,      -2.348303756
          0,           0,         592,      -10.41291736,      -8.244944205,      -8.763345361,      -5.549462396,       -7.02536464,      -2.354564534
          0,           0,         593,      -10.41965036,      -8.255797738,      -8.773684018,      -5.564208674,      -7.031640148,      -2.360830202
          0,           0,         594,      -10.42637625,      -8.266560586,      -8.783942034,      -5.578872468,      -7.037918071,      -2.367101033
          0,           0,         595,      -10.43309535,      -8.277231113,      -8.794121181,      -5.593444888,       -7.04419818,      -2.373376529
          0,           0,         596,      -10.43980839,      -8.287813192,      -8.804217213,      -5.607929492,      -7.050480725,      -2.379656941
          0,           0,         597,      -10.44651513,       -8.29830029,      -8.814236283,      -5.622295446,      -7.056765998,      -2.385942418
          0,           0,         598,      -10.45321663,      -8.308693431,      -8.824173523,       -5.63654772,      -7.063053491,      -2.392232681
          0,           0,         599,      -10.45991284,      -8.318994051,      -8.834037148,      -5.650667716,      -7.069343916,      -2.398527972
          0,           0,         600,      -10.46660468,      -8.329200994,       -8.84381498,      -5.664659544,      -7.075636917,       -2.40482799
          0,           0,         601,      -10.47329206,      -8.339313053,      -8.853516192,      -5.678497703,        -7.0819328,      -2.411132885
          0,           0,         602,      -10.47997579,      -8.349332438,      -8.863137434,       -5.69218653,      -7.088231367,      -2.417442907
          0,           0,         603,      -10.48665588,      -8.359254501,      -8.872686454,      -5.705706059,      -7.094533113,      -2.423757631
          0,           0,         604,      -10.49333302,      -8.369086922,       -8.88215072,      -5.719047421,      -7.100837919,       -2.43007744
          0,           0,         605,      -10.50000761,      -8.378823697,      -8.891550539,      -5.732205079,      -7.107145899,       -2.43640236
          0,           0,         606,      -10.50667945,      -8.388469196,      -8.900863075,      -5.745175223,      -7.113457549,      -2.442732413
          0,           0,         607,      -10.51334969,      -8.398021901,      -8.910114695,      -5.757939713,      -7.119772576,       -2.44906798
          0,           0,         608,      -10.52001854,      -8.407487448,      -8.919281649,       -5.77049532,      -7.126091288,      -2.455408594
          0,           0,         609,      -10.52668558,      -8.416859205,      -8.928379661,      -5.782830378,      -7.132413232,      -2.461754108
          0,           0,         610,      -10.53335221,      -8.426145494,      -8.937410793,      -5.794944984,       -7.13874001,      -2.468105947
          0,           0,         611,      -10.54001843,      -8.435347576,      -8.946376821,      -5.806846109,      -7.145070517,      -2.474462923
          0,           0,         612,      -10.54668398,      -8.444460359,      -8.955266429,      -5.818490091,      -7.151405452,      -2.480825873
          0,           0,         613,      -10.55334982,      -8.453493364,      -8.964102506,      -5.829908682,      -7.157744687,      -2.487194381
          0,           0,         614,      -10.56001607,      -8.462443083,      -8.972856913,       -5.84107526,      -7.164089329,      -2.493569742
          0,           0,         615,      -10.56668324,      -8.471315777,       -8.98156466,      -5.852009447,      -7.170438101,      -2.499950622
          0,           0,         616,      -10.57335102,      -8.480108766,      -8.990197741,      -5.862684879,      -7.176792346,      -2.506337923
          0,           0,         617,      -10.58002032,      -8.488826818,      -8.998779117,      -5.873113228,      -7.183152263,      -2.512732224
          0,           0,         618,      -10.58669104,       -8.49747153,      -9.007308127,      -5.883300651,      -7.189517959,      -2.519133403
          0,           0,         619,      -10.59336371,      -8.506046506,      -9.015765732,      -5.893235008,      -7.195888882,       -2.52554124
          0,           0,         620,      -10.60003828,      -8.514551868,      -9.024188462,      -5.902933137,      -7.202266664,       -2.53195641
          0,           0,         621,      -10.60671529,       -8.52299174,      -9.032546521,      -5.912386177,      -7.208650804,      -2.538379325
          0,           0,         622,      -10.61339484,      -8.531368579,      -9.040861603,      -5.921612455,      -7.215041087,      -2.544809567
          0,           0,         623,      -10.62007735,      -8.539683938,      -9.049116421,      -5.930596709,      -7.221438464,      -2.551247459
          0,           0,         624,      -10.62676254,       -8.54794048,      -9.057343407,      -5.939361724,      -7.227843506,      -2.557694031
          0,           0,         625,      -10.63345057,      -8.556140682,      -9.065505308,      -5.947903869,      -7.234254954,      -2.564147994
          0,           0,         626,       -10.6401428,      -8.564288165,       -9.07365068,      -5.956232786,      -7.240675415,      -2.570611681
          0,           0,         627,      -10.64683788,       -8.57238258,      -9.081736721,      -5.964362429,      -7.247102547,      -2.577082864
          0,           0,         628,      -10.65353726,      -8.580430711,      -9.089795605,      -5.972294639,      -7.253538658,      -2.583563737
          0,           0,         629,      -10.66024034,      -8.588432145,      -9.097806186,      -5.980042725,      -7.259982985,      -2.590053107
          0,           0,         630,      -10.66694735,      -8.596392151,      -9.105796837,      -5.987618964,      -7.266435619,      -2.596551979
          0,           0,         631,      -10.67365835,       -8.60430729,      -9.113744366,      -5.995009743,      -7.272897381,      -2.603060369
          0,           0,         632,      -10.68037423,      -8.612187274,      -9.121670636,      -6.002254155,      -7.279367754,      -2.609577871
          0,           0,         633,      -10.68709452,      -8.620029922,      -9.129559598,      -6.009352985,       -7.28584737,      -2.616105098
          0,           0,         634,      -10.69381926,      -8.627841091,      -9.137429882,      -6.016309182,      -7.292336148,      -2.622641647
          0,           0,         635,      -10.70054863,      -8.635619037,      -9.145267426,      -6.023135384,      -7.298834691,      -2.629188611
          0,           0,         636,      -10.70728296,      -8.643371894,      -9.153081296,      -6.029850204,      -7.305342307,      -2.635745017
          0,           0,         637,      -10.71402245,      -8.651094257,      -9.160883598,      -6.036442561,      -7.311859574,      -2.642311283
          0,           0,         638,      -10.72076677,      -8.658795174,      -9.168651319,       -6.04294736,      -7.318386375,      -2.648887134
          0,           0,         639,      -10.72751627,      -8.666471084,      -9.176407749,      -6.049351442,      -7.324923384,      -2.655473204
          0,           0,         640,        -10.734271,      -8.674130704,      -9.184145797,      -6.055677067,      -7.331468909,      -2.662067978
          0,           0,         641,      -10.74103119,      -8.681772868,      -9.191867039,      -6.061938257,      -7.338024601,       -2.66867312
          0,           0,         642,      -10.74779647,      -8.689397094,      -9.199568887,      -6.068126771,      -7.344589971,      -2.675287661
          0,           0,         643,      -10.75456724,      -8.697008013,      -9.207260769,      -6.074252202,      -7.351164265,      -2.681911401
          0,           0,         644,      -10.76134394,      -8.704609735,      -9.214947756,      -6.080342392,      -7.357747953,      -2.688543904
          0,           0,         645,      -10.76812575,      -8.712200298,      -9.222602228,      -6.086386158,      -7.364340474,      -2.695185396
          0,           0,         646,      -10.77491402,      -8.719780986,      -9.230261975,      -6.092400957,      -7.370942734,      -2.701836382
          0,           0,         647,      -10.78170729,      -8.727355204,      -9.237914661,      -6.098368784,      -7.377553647,       -2.70849575
          0,           0,         648,      -10.78850655,      -8.734925085,      -9.245556112,       -6.10432249,      -7.384173606,      -2.715163825
          0,           0,         649,      -10.79531195,      -8.742494887,      -9.253179924,      -6.110276053,      -7.390801615,      -2.721839503
          0,           0,         650,      -10.80212341,      -8.750062137,       -9.26080711,      -6.116218488,      -7.397437409,      -2.728522674
          0,           0,         651,      -10.80894069,      -8.757627927,      -9.268449462,      -6.122150597,      -7.404082097,      -2.735214335
          0,           0,         652,      -10.81576421,      -8.765192778,       -9.27604817,      -6.128068071,      -7.410735972,      -2.741915328
          0,           0,         653,      -10.82259343,      -8.772760093,      -9.283685811,      -6.134009259,      -7.417396512,      -2.748622251
          0,           0,         654,      -10.82942911,      -8.780337262,      -9.291315016,      -6.139951654,      -7.424066052,      -2.755337869
          0,           0,         655,      -10.83627097,      -8.787910889,      -9.298915511,      -6.145899201,      -7.430741891,      -2.762059527
          0,           0,         656,      -10.84312021,       -8.79550038,       -9.30654868,      -6.151896462,      -7.437426451,      -2.768788859
          0,           0,         657,      -10.84997414,      -8.803086306,      -9.314176391,      -6.157883158,      -7.444118467,      -2.775526293
          0,           0,         658,      -10.85683605,      -8.810688897,      -9.321814225,      -6.163913765,      -7.450818141,      -2.782270375
          0,           0,         659,      -10.86370321,      -8.818299193,      -9.329451065,      -6.169958554,      -7.457525364,       -2.78902199
          0,           0,         660,      -10.87057698,      -8.825918059,      -9.337104675,      -6.176036386,      -7.464238387,      -2.795778797
          0,           0,         661,      -10.87745749,      -8.833542716,      -9.344741844,      -6.182119515,      -7.470961611,      -2.802545384
          0,           0,         662,      -10.88434539,      -8.841187084,      -9.352412598,      -6.188293847,      -7.477689051,      -2.809316036
          0,           0,         663,      -10.89123872,      -8.848839615,      -9.360073493,      -6.194445189,      -7.484425208,      -2.816094553
          0,           0,         664,      -10.89813958,      -8.856508497,      -9.367757623,       -6.20068371,      -7.491166615,      -2.822878697
          0,           0,         665,      -10.90504669,      -8.864189441,      -9.375446239,      -6.206941549,      -7.497917527,      -2.829671221
          0,           0,         666,      -10.91196093,       -8.87188772,      -9.383151278,      -6.213251726,      -7.504673524,      -2.836469326
          0,           0,         667,      -10.91888111,      -8.879595255,      -9.390851743,      -6.219587901,      -7.511435534,      -2.843271855
          0,           0,         668,      -10.92580829,      -8.887322978,      -9.398585384,      -6.225955088,      -7.518207955,      -2.850085433
          0,           0,         669,      -10.93274257,      -8.895058912,      -9.406326943,      -6.232386141,      -7.524981386,      -2.856899999
          0,           0,         670,      -10.93968352,      -8.902824455,      -9.414059513,      -6.238877637,      -7.531765706,      -2.863723721
          0,           0,         671,      -10.94663174,      -8.910598674,      -9.421833049,      -6.245406429,       -7.53855286,      -2.870551108
          0,           0,         672,      -10.95358625,      -8.918394999,        -9.4296023,      -6.251975544,      -7.545350323,      -2.877388073
          0,           0,         673,      -10.96054797,      -8.926201118,       -9.43739944,        -6.2585978,      -7.552151015,      -2.884228298
          0,           0,         674,      -10.96751601,        -8.9340287,      -9.445204754,      -6.265259569,      -7.558961594,      -2.891077545
          0,           0,         675,      -10.97449178,      -8.941880915,      -9.453028008,       -6.27199052,      -7.565773034,       -2.89792831
          0,           0,         676,      -10.98147419,      -8.949743668,      -9.460859752,      -6.278764022,      -7.572596201,      -2.904788826
          0,           0,         677,      -10.98846317,      -8.957627952,      -9.468706432,      -6.285583082,      -7.579420469,      -2.911651859
          0,           0,         678,      -10.99545937,      -8.965530913,      -9.476570536,       -6.29244843,      -7.586256669,      -2.918525149
          0,           0,         679,      -11.00246196,      -8.973447474,      -9.484461319,      -6.299355704,      -7.593093733,      -2.925400619
          0,           0,         680,      -11.00947271,      -8.981395768,       -9.49237129,      -6.306342664,      -7.599940253,      -2.932283363
          0,           0,         681,      -11.01648947,      -8.989352337,      -9.500268687,      -6.313369595,      -7.606790219,      -2.939170942
          0,           0,         682,       -11.0235142,      -8.997335781,        -9.5082009,      -6.320453107,       -7.61364904,      -2.946066022
          0,           0,         683,      -11.03054447,      -9.005330098,      -9.516159304,      -6.327557823,      -7.620512749,      -2.952966676
          0,           0,         684,      -11.03758191,      -9.013339698,      -9.524109514,      -6.334708536,      -7.627383474,      -2.959873051
          0,           0,         685,      -11.04462775,      -9.021387396,      -9.532101209,      -6.341966173,       -7.63425842,      -2.966784402
          0,           0,         686,      -11.05167946,      -9.029439817,      -9.540095486,      -6.349240381,      -7.641142054,      -2.973702737
          0,           0,         687,      -11.05873661,      -9.037508377,      -9.548106054,      -6.356528285,       -7.64803036,      -2.980627336
          0,           0,         688,       -11.0658036,      -9.045604907,      -9.556137875,      -6.363916549,        -7.6549248,      -2.987556181
          0,           0,         689,      -11.07287768,      -9.053726645,      -9.564185167,      -6.371380531,      -7.661824074,      -2.994490259
          0,           0,         690,      -11.07995663,      -9.061857312,      -9.572222356,      -6.378838023,      -7.668732385,      -3.001433444
          0,           0,         691,      -11.08704327,      -9.070000874,      -9.580331315,      -6.386360548,      -7.675645695,      -3.008380956
          0,           0,         692,      -11.09413675,      -9.078167892,      -9.588411357,      -6.393920695,      -7.682566472,       -3.01533548
          0,           0,         693,      -11.10123797,      -9.086367359,      -9.596542935,      -6.401554726,       -7.68948987,      -3.022293241
          0,           0,         694,      -11.10834557,      -9.094566209,      -9.604644779,      -6.409230492,      -7.696422021,      -3.029258721
          0,           0,         695,      -11.11546077,      -9.102793147,      -9.612800635,      -6.416966882,      -7.703359413,      -3.036229409
          0,           0,         696,      -11.12258148,      -9.111029574,      -9.620938675,      -6.424698179,      -7.710306091,      -3.043208915
          0,           0,         697,      -11.12971084,      -9.119293046,      -9.629116672,      -6.432525251,      -7.717253623,      -3.050190044
          0,           0,         698,      -11.13684474,      -9.127565096,      -9.637293519,      -6.440353465,      -7.724213952,      -3.057181965
          0,           0,         699,       -11.1439877,       -9.13585374,      -9.645507037,      -6.448291914,      -7.731174161,      -3.064175865
          0,           0,         700,      -11.15113811,       -9.14416916,      -9.653707617,      -6.456252143,      -7.738145303,      -3.071178087
          0,           0,         701,      -11.15829461,      -9.152506734,      -9.661955133,      -6.464269286,       -7.74511928,      -3.078184507
          0,           0,         702,      -11.16545705,      -9.160844294,      -9.670169634,       -6.47227912,      -7.752101008,      -3.085197805
          0,           0,         703,      -11.17262779,      -9.169204257,      -9.678470947,      -6.480407141,      -7.759090354,      -3.092218651
          0,           0,         704,      -11.17980366,      -9.177575382,       -9.68667141,      -6.488503179,      -7.766084957,      -3.099244732
          0,           0,         705,       -11.1869875,      -9.185957217,      -9.695006246,      -6.496656435,      -7.773083824,       -3.10627406
          0,           0,         706,      -11.19417776,      -9.194369628,      -9.703260559,      -6.504887322,      -7.780093556,      -3.113314591
          0,           0,         707,      -11.20137501,      -9.202781646,      -9.711576425,      -6.513139837,      -7.787102941,      -3.120355784
          0,           0,         708,      -11.20857928,      -9.211194616,      -9.719889335,         -6.521384,      -7.794124379,      -3.127406688
          0,           0,         709,      -11.21579003,      -9.219653954,      -9.728237498,      -6.529756405,      -7.801150118,      -3.134463424
          0,           0,         710,      -11.22300864,      -9.228113216,       -9.73650428,      -6.538129537,      -7.808181189,      -3.141524012
          0,           0,         711,      -11.23023463,       -9.23659274,      -9.744926053,      -6.546577881,      -7.815219335,      -3.148592225
          0,           0,         712,      -11.23746505,      -9.245063068,      -9.753213452,      -6.555000394,      -7.822264756,      -3.155667672
          0,           0,         713,      -11.24470401,      -9.253569494,       -9.76163774,       -6.56349929,       -7.82931639,      -3.162749568
          0,           0,         714,       -11.2519473,      -9.262056547,       -9.76994373,      -6.571971592,      -7.836373179,      -3.169834664
          0,           0,         715,      -11.25920093,      -9.270586672,      -9.778377889,      -6.580587915,      -7.843436232,      -3.176927881
          0,           0,         716,      -11.26645859,      -9.279113435,      -9.786729892,      -6.589174443,      -7.850503856,      -3.184024593
          0,           0,         717,      -11.27372418,      -9.287658976,      -9.795156558,      -6.597851727,      -7.857581768,      -3.191130674
          0,           0,         718,      -11.28099553,      -9.296194354,       -9.80350244,      -6.606459525,      -7.864664015,      -3.198242547
          0,           0,         719,      -11.28827482,      -9.304753561,      -9.811954176,      -6.615185683,      -7.871754212,      -3.205361163
          0,           0,         720,      -11.29556166,       -9.31333008,      -9.820345725,       -6.62392801,      -7.878847715,      -3.212483347
          0,           0,         721,      -11.30285194,      -9.321880683,      -9.828761895,      -6.632624729,      -7.885949289,      -3.219613003
          0,           0,         722,      -11.31014999,      -9.330457404,      -9.837198234,      -6.641411613,      -7.893059488,      -3.226751643
